,id,y
314,11314,5
315,11315,5
316,11316,5
317,11317,5
318,11318,6
319,11319,3
320,11320,5
321,11321,5
322,11322,6
323,11323,6
324,11324,5
325,11325,5
326,11326,3
327,11327,3
328,11328,6
329,11329,6
330,11330,3
331,11331,3
332,11332,1
333,11333,6
334,11334,6
335,11335,6
336,11336,6
337,11337,3
338,11338,1
339,11339,1
340,11340,2
341,11341,0
342,11342,2
343,11343,5
344,11344,0
345,11345,5
346,11346,2
347,11347,3
348,11348,3
349,11349,0
350,11350,4
351,11351,0
352,11352,0
353,11353,2
354,11354,2
355,11355,5
356,11356,0
357,11357,2
358,11358,2
359,11359,2
360,11360,3
361,11361,0
362,11362,4
363,11363,6
364,11364,0
365,11365,0
366,11366,4
367,11367,5
368,11368,0
369,11369,6
370,11370,0
371,11371,5
372,11372,2
373,11373,6
374,11374,5
375,11375,2
376,11376,0
377,11377,0
378,11378,2
379,11379,6
380,11380,0
381,11381,2
382,11382,2
383,11383,6
384,11384,1
385,11385,3
386,11386,4
387,11387,5
388,11388,0
389,11389,6
390,11390,2
391,11391,0
392,11392,6
393,11393,2
394,11394,5
395,11395,5
396,11396,3
397,11397,5
398,11398,5
399,11399,0
400,11400,2
401,11401,0
402,11402,5
403,11403,3
404,11404,5
405,11405,5
406,11406,0
407,11407,3
408,11408,5
409,11409,6
410,11410,6
411,11411,0
412,11412,6
413,11413,5
414,11414,4
415,11415,4
416,11416,2
417,11417,0
418,11418,2
419,11419,0
420,11420,0
421,11421,6
422,11422,3
423,11423,6
424,11424,2
425,11425,6
426,11426,2
427,11427,6
428,11428,0
429,11429,6
430,11430,0
431,11431,3
432,11432,6
433,11433,3
434,11434,0
435,11435,6
436,11436,5
437,11437,0
438,11438,6
439,11439,5
440,11440,0
441,11441,0
442,11442,0
443,11443,5
444,11444,2
445,11445,6
446,11446,2
447,11447,5
448,11448,0
449,11449,0
450,11450,0
451,11451,6
452,11452,5
453,11453,6
454,11454,0
455,11455,6
456,11456,5
457,11457,5
458,11458,0
459,11459,0
460,11460,0
461,11461,5
462,11462,6
463,11463,5
464,11464,0
465,11465,5
466,11466,6
467,11467,5
468,11468,5
469,11469,6
470,11470,3
471,11471,3
472,11472,3
473,11473,0
474,11474,0
475,11475,0
476,11476,3
477,11477,3
478,11478,3
479,11479,0
480,11480,5
481,11481,3
482,11482,3
483,11483,0
484,11484,2
485,11485,0
486,11486,0
487,11487,2
488,11488,5
489,11489,0
490,11490,4
491,11491,6
492,11492,5
493,11493,4
494,11494,0
495,11495,0
496,11496,0
497,11497,0
498,11498,6
499,11499,5
500,11500,0
501,11501,4
502,11502,0
503,11503,3
504,11504,6
505,11505,0
506,11506,5
507,11507,6
508,11508,5
509,11509,5
510,11510,1
511,11511,5
512,11512,4
513,11513,3
514,11514,0
515,11515,5
516,11516,2
517,11517,5
518,11518,0
519,11519,5
520,11520,2
521,11521,6
522,11522,5
523,11523,5
524,11524,5
525,11525,6
526,11526,6
527,11527,3
528,11528,4
529,11529,1
530,11530,6
531,11531,0
532,11532,5
533,11533,6
534,11534,5
535,11535,5
536,11536,1
537,11537,0
538,11538,6
539,11539,3
540,11540,5
541,11541,0
542,11542,5
543,11543,2
544,11544,0
545,11545,3
546,11546,6
547,11547,4
548,11548,5
549,11549,1
550,11550,4
551,11551,2
552,11552,0
553,11553,0
554,11554,1
555,11555,3
556,11556,2
557,11557,5
558,11558,1
559,11559,5
560,11560,2
561,11561,5
562,11562,0
563,11563,6
564,11564,0
565,11565,4
566,11566,6
567,11567,0
568,11568,4
569,11569,0
570,11570,3
571,11571,2
572,11572,6
573,11573,0
574,11574,3
575,11575,6
576,11576,6
577,11577,1
578,11578,6
579,11579,6
580,11580,6
581,11581,3
582,11582,3
583,11583,2
584,11584,6
585,11585,6
586,11586,0
587,11587,0
588,11588,6
589,11589,5
590,11590,5
591,11591,3
592,11592,0
593,11593,3
594,11594,4
595,11595,2
596,11596,5
597,11597,6
598,11598,2
599,11599,3
600,11600,6
601,11601,0
602,11602,6
603,11603,4
604,11604,2
605,11605,2
606,11606,2
607,11607,0
608,11608,0
609,11609,2
610,11610,2
611,11611,5
612,11612,5
613,11613,2
614,11614,5
615,11615,6
616,11616,0
617,11617,5
618,11618,3
619,11619,0
620,11620,5
621,11621,6
622,11622,2
623,11623,5
624,11624,2
625,11625,3
626,11626,5
627,11627,3
628,11628,0
629,11629,0
630,11630,5
631,11631,0
632,11632,3
633,11633,6
634,11634,6
635,11635,2
636,11636,0
637,11637,2
638,11638,0
639,11639,0
640,11640,0
641,11641,2
642,11642,2
643,11643,2
644,11644,4
645,11645,5
646,11646,3
647,11647,0
648,11648,0
649,11649,6
650,11650,5
651,11651,2
652,11652,0
653,11653,0
654,11654,6
655,11655,2
656,11656,2
657,11657,5
658,11658,6
659,11659,2
660,11660,0
661,11661,2
662,11662,5
663,11663,5
664,11664,0
665,11665,0
666,11666,5
667,11667,0
668,11668,0
669,11669,5
670,11670,0
671,11671,6
672,11672,5
673,11673,0
674,11674,4
675,11675,6
676,11676,5
677,11677,3
678,11678,1
679,11679,0
680,11680,0
681,11681,0
682,11682,5
683,11683,0
684,11684,2
685,11685,2
686,11686,0
687,11687,2
688,11688,5
689,11689,6
690,11690,3
691,11691,6
692,11692,2
693,11693,6
694,11694,6
695,11695,0
696,11696,6
697,11697,2
698,11698,0
699,11699,2
700,11700,5
701,11701,0
702,11702,0
703,11703,6
704,11704,0
705,11705,0
706,11706,6
707,11707,2
708,11708,2
709,11709,0
710,11710,2
711,11711,2
712,11712,6
713,11713,6
714,11714,2
715,11715,3
716,11716,5
717,11717,0
718,11718,0
719,11719,5
720,11720,6
721,11721,2
722,11722,5
723,11723,6
724,11724,6
725,11725,6
726,11726,2
727,11727,3
728,11728,5
729,11729,6
730,11730,5
731,11731,6
732,11732,0
733,11733,3
734,11734,6
735,11735,3
736,11736,1
737,11737,0
738,11738,4
739,11739,3
740,11740,3
741,11741,6
742,11742,3
743,11743,5
744,11744,6
745,11745,5
746,11746,2
747,11747,3
748,11748,1
749,11749,0
750,11750,2
751,11751,3
752,11752,5
753,11753,3
754,11754,3
755,11755,0
756,11756,1
757,11757,3
758,11758,3
759,11759,3
760,11760,5
761,11761,5
762,11762,1
763,11763,0
764,11764,3
765,11765,5
766,11766,0
767,11767,1
768,11768,1
769,11769,5
770,11770,3
771,11771,3
772,11772,6
773,11773,5
774,11774,2
775,11775,3
776,11776,5
777,11777,5
778,11778,3
779,11779,6
780,11780,2
781,11781,0
782,11782,5
783,11783,0
784,11784,2
785,11785,0
786,11786,0
787,11787,5
788,11788,4
789,11789,2
790,11790,4
791,11791,2
792,11792,3
793,11793,3
794,11794,2
795,11795,0
796,11796,6
797,11797,0
798,11798,5
799,11799,1
800,11800,5
801,11801,2
802,11802,1
803,11803,0
804,11804,2
805,11805,6
806,11806,5
807,11807,3
808,11808,3
809,11809,3
810,11810,3
811,11811,5
812,11812,0
813,11813,3
814,11814,6
815,11815,6
816,11816,5
817,11817,6
818,11818,1
819,11819,3
820,11820,1
821,11821,5
822,11822,3
823,11823,3
824,11824,3
825,11825,6
826,11826,2
827,11827,6
828,11828,3
829,11829,0
830,11830,0
831,11831,2
832,11832,4
833,11833,2
834,11834,6
835,11835,0
836,11836,3
837,11837,5
838,11838,4
839,11839,2
840,11840,5
841,11841,5
842,11842,6
843,11843,3
844,11844,5
845,11845,3
846,11846,1
847,11847,5
848,11848,2
849,11849,5
850,11850,6
851,11851,1
852,11852,0
853,11853,0
854,11854,5
855,11855,2
856,11856,5
857,11857,5
858,11858,2
859,11859,5
860,11860,2
861,11861,5
862,11862,3
863,11863,0
864,11864,4
865,11865,0
866,11866,1
867,11867,3
868,11868,0
869,11869,1
870,11870,0
871,11871,5
872,11872,3
873,11873,2
874,11874,0
875,11875,0
876,11876,4
877,11877,0
878,11878,5
879,11879,0
880,11880,0
881,11881,0
882,11882,2
883,11883,0
884,11884,0
885,11885,0
886,11886,5
887,11887,6
888,11888,4
889,11889,5
890,11890,3
891,11891,5
892,11892,5
893,11893,5
894,11894,5
895,11895,0
896,11896,5
897,11897,5
898,11898,3
899,11899,0
900,11900,0
901,11901,3
902,11902,3
903,11903,6
904,11904,0
905,11905,3
906,11906,0
907,11907,4
908,11908,3
909,11909,0
910,11910,5
911,11911,3
912,11912,2
913,11913,3
914,11914,2
915,11915,4
916,11916,4
917,11917,1
918,11918,3
919,11919,2
920,11920,2
921,11921,3
922,11922,2
923,11923,3
924,11924,2
925,11925,2
926,11926,3
927,11927,2
928,11928,3
929,11929,0
930,11930,3
931,11931,6
932,11932,3
933,11933,3
934,11934,6
935,11935,2
936,11936,6
937,11937,0
938,11938,6
939,11939,0
940,11940,6
941,11941,1
942,11942,1
943,11943,6
944,11944,0
945,11945,2
946,11946,3
947,11947,3
948,11948,3
949,11949,6
950,11950,3
951,11951,3
952,11952,2
953,11953,1
954,11954,1
955,11955,0
956,11956,3
957,11957,6
958,11958,1
959,11959,2
960,11960,1
961,11961,1
962,11962,1
963,11963,1
964,11964,3
965,11965,3
966,11966,2
967,11967,2
968,11968,3
969,11969,1
970,11970,1
971,11971,2
972,11972,0
973,11973,1
974,11974,6
975,11975,4
976,11976,1
977,11977,1
978,11978,3
979,11979,2
980,11980,3
981,11981,1
982,11982,1
983,11983,5
984,11984,1
985,11985,2
986,11986,1
987,11987,3
988,11988,6
989,11989,2
990,11990,3
991,11991,2
992,11992,1
993,11993,3
994,11994,2
995,11995,3
996,11996,5
997,11997,3
998,11998,6
999,11999,4
1000,12000,3
1001,12001,6
1002,12002,6
1003,12003,3
1004,12004,1
1005,12005,2
1006,12006,3
1007,12007,3
1008,12008,4
1009,12009,2
1010,12010,3
1011,12011,3
1012,12012,5
1013,12013,2
1014,12014,6
1015,12015,5
1016,12016,3
1017,12017,6
1018,12018,1
1019,12019,1
1020,12020,2
1021,12021,0
1022,12022,3
1023,12023,6
1024,12024,2
1025,12025,0
1026,12026,2
1027,12027,1
1028,12028,4
1029,12029,4
1030,12030,1
1031,12031,1
1032,12032,2
1033,12033,2
1034,12034,3
1035,12035,1
1036,12036,2
1037,12037,3
1038,12038,0
1039,12039,1
1040,12040,0
1041,12041,2
1042,12042,0
1043,12043,5
1044,12044,1
1045,12045,4
1046,12046,2
1047,12047,1
1048,12048,4
1049,12049,4
1050,12050,4
1051,12051,1
1052,12052,3
1053,12053,1
1054,12054,1
1055,12055,2
1056,12056,4
1057,12057,2
1058,12058,4
1059,12059,4
1060,12060,4
1061,12061,1
1062,12062,5
1063,12063,0
1064,12064,5
1065,12065,3
1066,12066,1
1067,12067,5
1068,12068,4
1069,12069,4
1070,12070,0
1071,12071,2
1072,12072,5
1073,12073,3
1074,12074,1
1075,12075,1
1076,12076,5
1077,12077,0
1078,12078,0
1079,12079,0
1080,12080,6
1081,12081,3
1082,12082,0
1083,12083,4
1084,12084,1
1085,12085,3
1086,12086,0
1087,12087,0
1088,12088,0
1089,12089,0
1090,12090,6
1091,12091,2
1092,12092,3
1093,12093,1
1094,12094,3
1095,12095,3
1096,12096,3
1097,12097,0
1098,12098,0
1099,12099,6
1100,12100,2
1101,12101,4
1102,12102,3
1103,12103,1
1104,12104,1
1105,12105,3
1106,12106,0
1107,12107,1
1108,12108,4
1109,12109,3
1110,12110,3
1111,12111,5
1112,12112,2
1113,12113,1
1114,12114,2
1115,12115,0
1116,12116,5
1117,12117,0
1118,12118,3
1119,12119,3
1120,12120,0
1121,12121,4
1122,12122,2
1123,12123,2
1124,12124,0
1125,12125,4
1126,12126,0
1127,12127,1
1128,12128,3
1129,12129,3
1130,12130,0
1131,12131,0
1132,12132,4
1133,12133,4
1134,12134,4
1135,12135,2
1136,12136,2
1137,12137,0
1138,12138,1
1139,12139,1
1140,12140,1
1141,12141,3
1142,12142,1
1143,12143,3
1144,12144,0
1145,12145,4
1146,12146,2
1147,12147,1
1148,12148,4
1149,12149,5
1150,12150,3
1151,12151,3
1152,12152,0
1153,12153,4
1154,12154,2
1155,12155,2
1156,12156,2
1157,12157,1
1158,12158,1
1159,12159,0
1160,12160,4
1161,12161,2
1162,12162,2
1163,12163,6
1164,12164,1
1165,12165,0
1166,12166,0
1167,12167,2
1168,12168,0
1169,12169,4
1170,12170,4
1171,12171,5
1172,12172,3
1173,12173,4
1174,12174,4
1175,12175,4
1176,12176,4
1177,12177,4
1178,12178,4
1179,12179,4
1180,12180,4
1181,12181,6
1182,12182,3
1183,12183,3
1184,12184,4
1185,12185,4
1186,12186,4
1187,12187,0
1188,12188,6
1189,12189,6
1190,12190,4
1191,12191,4
1192,12192,2
1193,12193,3
1194,12194,1
1195,12195,5
1196,12196,4
1197,12197,4
1198,12198,0
1199,12199,5
1200,12200,2
1201,12201,1
1202,12202,5
1203,12203,4
1204,12204,1
1205,12205,0
1206,12206,5
1207,12207,1
1208,12208,4
1209,12209,4
1210,12210,2
1211,12211,1
1212,12212,5
1213,12213,4
1214,12214,0
1215,12215,2
1216,12216,2
1217,12217,1
1218,12218,1
1219,12219,4
1220,12220,2
1221,12221,4
1222,12222,1
1223,12223,1
1224,12224,0
1225,12225,3
1226,12226,2
1227,12227,4
1228,12228,0
1229,12229,0
1230,12230,3
1231,12231,4
1232,12232,4
1233,12233,4
1234,12234,0
1235,12235,5
1236,12236,5
1237,12237,0
1238,12238,2
1239,12239,0
1240,12240,1
1241,12241,1
1242,12242,1
1243,12243,4
1244,12244,2
1245,12245,3
1246,12246,1
1247,12247,5
1248,12248,0
1249,12249,3
1250,12250,3
1251,12251,4
1252,12252,6
1253,12253,4
1254,12254,6
1255,12255,1
1256,12256,1
1257,12257,0
1258,12258,2
1259,12259,2
1260,12260,4
1261,12261,5
1262,12262,6
1263,12263,3
1264,12264,2
1265,12265,2
1266,12266,3
1267,12267,1
1268,12268,4
1269,12269,4
1270,12270,5
1271,12271,2
1272,12272,2
1273,12273,1
1274,12274,2
1275,12275,4
1276,12276,3
1277,12277,1
1278,12278,4
1279,12279,5
1280,12280,3
1281,12281,5
1282,12282,2
1283,12283,2
1284,12284,4
1285,12285,0
1286,12286,4
1287,12287,4
1288,12288,4
1289,12289,2
1290,12290,1
1291,12291,1
1292,12292,2
1293,12293,2
1294,12294,6
1295,12295,5
1296,12296,1
1297,12297,1
1298,12298,1
1299,12299,1
1300,12300,1
1301,12301,2
1302,12302,0
1303,12303,5
1304,12304,3
1305,12305,4
1306,12306,1
1307,12307,4
1308,12308,3
1309,12309,1
1310,12310,6
1311,12311,6
1312,12312,2
1313,12313,1
1314,12314,4
1315,12315,5
1316,12316,1
1317,12317,2
1318,12318,1
1319,12319,5
1320,12320,1
1321,12321,1
1322,12322,1
1323,12323,4
1324,12324,2
1325,12325,4
1326,12326,4
1327,12327,3
1328,12328,3
1329,12329,0
1330,12330,1
1331,12331,4
1332,12332,4
1333,12333,3
1334,12334,1
1335,12335,4
1336,12336,1
1337,12337,4
1338,12338,3
1339,12339,4
1340,12340,5
1341,12341,6
1342,12342,3
1343,12343,4
1344,12344,1
1345,12345,1
1346,12346,3
1347,12347,3
1348,12348,1
1349,12349,3
1350,12350,3
1351,12351,1
1352,12352,4
1353,12353,5
1354,12354,1
1355,12355,1
1356,12356,6
1357,12357,3
1358,12358,3
1359,12359,3
1360,12360,3
1361,12361,1
1362,12362,1
1363,12363,5
1364,12364,5
1365,12365,3
1366,12366,3
1367,12367,3
1368,12368,4
1369,12369,1
1370,12370,6
1371,12371,2
1372,12372,2
1373,12373,2
1374,12374,2
1375,12375,4
1376,12376,2
1377,12377,3
1378,12378,3
1379,12379,3
1380,12380,1
1381,12381,3
1382,12382,1
1383,12383,1
1384,12384,3
1385,12385,6
1386,12386,3
1387,12387,2
1388,12388,4
1389,12389,1
1390,12390,4
1391,12391,3
1392,12392,3
1393,12393,1
1394,12394,3
1395,12395,3
1396,12396,3
1397,12397,3
1398,12398,1
1399,12399,4
1400,12400,4
1401,12401,1
1402,12402,3
1403,12403,3
1404,12404,3
1405,12405,3
1406,12406,1
1407,12407,3
1408,12408,3
1409,12409,1
1410,12410,1
1411,12411,4
1412,12412,3
1413,12413,1
1414,12414,1
1415,12415,6
1416,12416,6
1417,12417,4
1418,12418,6
1419,12419,6
1420,12420,3
1421,12421,6
1422,12422,3
1423,12423,3
1424,12424,3
1425,12425,3
1426,12426,4
1427,12427,2
1428,12428,4
1429,12429,4
1430,12430,5
1431,12431,6
1432,12432,0
1433,12433,4
1434,12434,4
1435,12435,3
1436,12436,5
1437,12437,5
1438,12438,1
1439,12439,3
1440,12440,5
1441,12441,5
1442,12442,3
1443,12443,3
1444,12444,4
1445,12445,3
1446,12446,4
1447,12447,4
1448,12448,4
1449,12449,4
1450,12450,4
1451,12451,5
1452,12452,1
1453,12453,0
1454,12454,4
1455,12455,4
1456,12456,4
1457,12457,3
1458,12458,3
1459,12459,5
1460,12460,1
1461,12461,3
1462,12462,1
1463,12463,3
1464,12464,3
1465,12465,1
1466,12466,4
1467,12467,4
1468,12468,0
1469,12469,3
1470,12470,3
1471,12471,5
1472,12472,5
1473,12473,5
1474,12474,1
1475,12475,3
1476,12476,5
1477,12477,1
1478,12478,4
1479,12479,4
1480,12480,6
1481,12481,6
1482,12482,6
1483,12483,0
1484,12484,5
1485,12485,4
1486,12486,2
1487,12487,5
1488,12488,3
1489,12489,1
1490,12490,4
1491,12491,4
1492,12492,1
1493,12493,4
1494,12494,4
1495,12495,4
1496,12496,6
1497,12497,6
1498,12498,0
1499,12499,0
1500,12500,4
1501,12501,2
1502,12502,3
1503,12503,3
1504,12504,1
1505,12505,0
1506,12506,4
1507,12507,4
1508,12508,3
1509,12509,2
1510,12510,2
1511,12511,4
1512,12512,4
1513,12513,4
1514,12514,4
1515,12515,4
1516,12516,3
1517,12517,5
1518,12518,5
1519,12519,3
1520,12520,4
1521,12521,4
1522,12522,1
1523,12523,3
1524,12524,0
1525,12525,0
1526,12526,2
1527,12527,1
1528,12528,3
1529,12529,1
1530,12530,2
1531,12531,4
1532,12532,3
1533,12533,3
1534,12534,3
1535,12535,4
1536,12536,3
1537,12537,1
1538,12538,4
1539,12539,3
1540,12540,6
1541,12541,4
1542,12542,3
1543,12543,3
1544,12544,3
1545,12545,3
1546,12546,6
1547,12547,6
1548,12548,3
1549,12549,1
1550,12550,3
1551,12551,6
1552,12552,2
1553,12553,3
1554,12554,3
1555,12555,1
1556,12556,4
1557,12557,4
1558,12558,4
1559,12559,1
1560,12560,1
1561,12561,6
1562,12562,3
1563,12563,3
1564,12564,3
1565,12565,1
1566,12566,4
1567,12567,4
1568,12568,1
1569,12569,1
1570,12570,4
1571,12571,1
1572,12572,2
1573,12573,4
1574,12574,0
1575,12575,1
1576,12576,4
1577,12577,4
1578,12578,2
1579,12579,4
1580,12580,1
1581,12581,4
1582,12582,1
1583,12583,4
1584,12584,2
1585,12585,4
1586,12586,3
1587,12587,3
1588,12588,4
1589,12589,5
1590,12590,4
1591,12591,2
1592,12592,2
1593,12593,2
1594,12594,4
1595,12595,4
1596,12596,1
1597,12597,3
1598,12598,3
1599,12599,3
1600,12600,1
1601,12601,1
1602,12602,1
1603,12603,4
1604,12604,1
1605,12605,3
1606,12606,1
1607,12607,4
1608,12608,4
1609,12609,4
1610,12610,4
1611,12611,0
1612,12612,3
1613,12613,2
1614,12614,3
1615,12615,4
1616,12616,1
1617,12617,3
1618,12618,4
1619,12619,4
1620,12620,4
1621,12621,6
1622,12622,3
1623,12623,3
1624,12624,3
1625,12625,3
1626,12626,3
1627,12627,4
1628,12628,4
1629,12629,3
1630,12630,4
1631,12631,3
1632,12632,4
1633,12633,4
1634,12634,4
1635,12635,4
1636,12636,4
1637,12637,4
1638,12638,4
1639,12639,2
1640,12640,3
1641,12641,3
1642,12642,3
1643,12643,3
1644,12644,3
1645,12645,4
1646,12646,4
1647,12647,2
1648,12648,4
1649,12649,1
1650,12650,1
1651,12651,4
1652,12652,3
1653,12653,3
1654,12654,0
1655,12655,4
1656,12656,2
1657,12657,4
1658,12658,3
1659,12659,4
1660,12660,4
1661,12661,4
1662,12662,4
1663,12663,4
1664,12664,4
1665,12665,4
1666,12666,3
1667,12667,3
1668,12668,6
1669,12669,3
1670,12670,3
1671,12671,3
1672,12672,4
1673,12673,4
1674,12674,4
1675,12675,3
1676,12676,1
1677,12677,4
1678,12678,4
1679,12679,4
1680,12680,4
1681,12681,2
1682,12682,3
1683,12683,3
1684,12684,1
1685,12685,1
1686,12686,0
1687,12687,1
1688,12688,4
1689,12689,4
1690,12690,4
1691,12691,4
1692,12692,4
1693,12693,4
1694,12694,6
1695,12695,3
1696,12696,3
1697,12697,3
1698,12698,3
1699,12699,3
1700,12700,3
1701,12701,4
1702,12702,4
1703,12703,1
1704,12704,6
1705,12705,0
1706,12706,3
1707,12707,4
1708,12708,2
1709,12709,4
1710,12710,4
1711,12711,6
1712,12712,3
1713,12713,3
1714,12714,6
1715,12715,1
1716,12716,4
1717,12717,4
1718,12718,4
1719,12719,4
1720,12720,4
1721,12721,1
1722,12722,2
1723,12723,4
1724,12724,2
1725,12725,4
1726,12726,2
1727,12727,2
1728,12728,6
1729,12729,3
1730,12730,1
1731,12731,1
1732,12732,0
1733,12733,4
1734,12734,0
1735,12735,4
1736,12736,4
1737,12737,1
1738,12738,1
1739,12739,3
1740,12740,2
1741,12741,2
1742,12742,4
1743,12743,2
1744,12744,1
1745,12745,3
1746,12746,3
1747,12747,3
1748,12748,1
1749,12749,4
1750,12750,1
1751,12751,1
1752,12752,4
1753,12753,1
1754,12754,6
1755,12755,3
1756,12756,0
1757,12757,4
1758,12758,4
1759,12759,3
1760,12760,6
1761,12761,1
1762,12762,4
1763,12763,3
1764,12764,1
1765,12765,3
1766,12766,1
1767,12767,1
1768,12768,4
1769,12769,4
1770,12770,0
1771,12771,4
1772,12772,1
1773,12773,3
1774,12774,4
1775,12775,2
1776,12776,1
1777,12777,3
1778,12778,3
1779,12779,1
1780,12780,6
1781,12781,3
1782,12782,1
1783,12783,3
1784,12784,1
1785,12785,4
1786,12786,4
1787,12787,1
1788,12788,4
1789,12789,1
1790,12790,4
1791,12791,2
1792,12792,3
1793,12793,0
1794,12794,2
1795,12795,4
1796,12796,4
1797,12797,4
1798,12798,3
1799,12799,3
1800,12800,1
1801,12801,4
1802,12802,4
1803,12803,2
1804,12804,1
1805,12805,3
1806,12806,1
1807,12807,4
1808,12808,2
1809,12809,1
1810,12810,3
1811,12811,3
1812,12812,1
1813,12813,4
1814,12814,0
1815,12815,3
1816,12816,1
1817,12817,2
1818,12818,5
1819,12819,2
1820,12820,4
1821,12821,4
1822,12822,2
1823,12823,6
1824,12824,3
1825,12825,3
1826,12826,3
1827,12827,3
1828,12828,4
1829,12829,3
1830,12830,4
1831,12831,3
1832,12832,1
1833,12833,1
1834,12834,3
1835,12835,2
1836,12836,5
1837,12837,0
1838,12838,1
1839,12839,3
1840,12840,3
1841,12841,4
1842,12842,4
1843,12843,0
1844,12844,4
1845,12845,2
1846,12846,6
1847,12847,5
1848,12848,0
1849,12849,1
1850,12850,4
1851,12851,3
1852,12852,2
1853,12853,3
1854,12854,4
1855,12855,3
1856,12856,3
1857,12857,3
1858,12858,3
1859,12859,3
1860,12860,3
1861,12861,3
1862,12862,1
1863,12863,1
1864,12864,4
1865,12865,4
1866,12866,2
1867,12867,4
1868,12868,6
1869,12869,3
1870,12870,3
1871,12871,3
1872,12872,2
